postive,neutral,negative,sentence_length,TTR,person_count,she_pronoun,he_pronoun,ease_of_readability,class
0.115,0.7929999999999999,0.092,6596,0.8774536797408669,164,312,534,80.71,5
0.105,0.7909999999999999,0.10400000000000001,4612,0.8612293005088215,198,214,372,88.58,8
0.127,0.7859999999999999,0.087,4270,0.8776823923496425,262,150,281,95.3,5
0.162,0.716,0.122,3161,0.8830527772559029,273,169,226,66.32,5
0.134,0.7609999999999999,0.105,1592,0.8644888247911312,75,116,139,76.71,2
0.14,0.768,0.092,5373,0.8672066411731044,118,207,322,81.72,5
0.15,0.7609999999999999,0.08900000000000001,1931,0.8615762242045015,88,113,125,80.66,5
0.147,0.7390000000000001,0.114,1899,0.8666819299147286,81,152,147,87.94,5
0.145,0.743,0.111,6833,0.8708431311959528,158,264,358,82.39,5
0.145,0.755,0.1,497,0.8550734831929874,32,2,82,81.29,5
0.175,0.722,0.10300000000000001,3155,0.8695303308291652,93,328,211,76.59,5
0.166,0.733,0.1,2284,0.8641129358153313,77,109,159,60.12,5
0.11,0.8029999999999999,0.08800000000000001,678,0.842934497680037,38,17,71,76.96,8
0.12300000000000001,0.78,0.09699999999999999,6406,0.8748469918122642,194,339,295,81.58,5
0.174,0.726,0.099,6119,0.8773797036409086,174,201,177,83.94,5
0.10400000000000001,0.7979999999999999,0.098,2678,0.8554852093913294,46,96,101,82.24,2
0.092,0.7859999999999999,0.122,2187,0.8447495361271847,53,144,55,82.65,2
0.128,0.7859999999999999,0.086,6922,0.8648133377069146,400,355,464,91.81,5
0.21899999999999997,0.6579999999999999,0.122,1128,0.8884071975564128,136,71,162,65.89,5
0.125,0.8059999999999999,0.069,207,0.8493765542860928,161,2,74,72.39,5
0.135,0.8109999999999999,0.054000000000000006,2336,0.8528253732865213,104,158,188,77.24,5
0.154,0.738,0.10800000000000001,6277,0.8713948023937429,195,288,346,82.16,5
0.128,0.7659999999999999,0.106,5853,0.864049275541859,85,165,327,82.93,5
0.14300000000000002,0.769,0.08800000000000001,6268,0.864229376319315,91,263,280,91.9,5
0.19399999999999998,0.6940000000000001,0.11199999999999999,8915,0.8640827953412209,186,255,363,79.33,5
0.191,0.688,0.122,5299,0.8866161537225257,780,240,523,65.78,5
0.134,0.778,0.08900000000000001,1937,0.8676893343492426,95,96,105,79.89,5
0.2,0.716,0.083,1068,0.8474776740569938,62,80,45,68.36,6
0.188,0.685,0.126,3104,0.8652572851847032,119,97,198,77.4,5
0.149,0.755,0.09699999999999999,4431,0.8714968325734406,95,267,203,83.37,6
0.11900000000000001,0.815,0.066,2183,0.8473759728828832,102,64,146,67.38,7
0.125,0.7759999999999999,0.1,3474,0.8713489400193877,215,134,280,77.29,7
0.16,0.7559999999999999,0.084,5129,0.8530249333813912,147,222,225,79.27,5
0.149,0.7490000000000001,0.102,6723,0.8617632598189561,400,167,376,76.54,7
0.134,0.8029999999999999,0.063,2628,0.8697563609640977,74,61,219,68.51,5
0.16699999999999998,0.711,0.122,9763,0.8755664544365525,173,455,408,83.77,5
0.163,0.732,0.105,6343,0.8724039563139444,241,366,297,81.17,5
0.134,0.752,0.113,5390,0.8664471124626613,127,262,424,78.45,5
0.146,0.763,0.091,3177,0.8735566837423913,167,139,228,80.58,5
0.16899999999999998,0.7240000000000001,0.107,9326,0.8887668182133419,255,382,339,80.81,5
0.13,0.772,0.09699999999999999,3068,0.8686725391744917,230,122,275,78.69,5
0.16,0.716,0.12300000000000001,10184,0.8731100727292851,232,326,202,69.74,5
0.154,0.733,0.114,6016,0.8747563965065986,153,263,360,79.37,5
0.136,0.755,0.10800000000000001,1801,0.8510701016889316,90,83,157,65.38,5
0.145,0.753,0.102,5530,0.8618624441870627,160,165,404,78.46,7
0.151,0.7659999999999999,0.083,3045,0.8549729018125759,90,240,223,79.42,5
0.172,0.75,0.079,3093,0.8747563865071429,123,215,128,81.79,5
0.156,0.753,0.092,8196,0.8714588451601155,204,205,289,83.59,5
0.135,0.78,0.085,3247,0.8677405890210294,127,121,211,80.79,5
0.139,0.7659999999999999,0.095,4266,0.8503501709105228,107,142,220,78.83,5
0.149,0.743,0.10800000000000001,933,0.8597047380859524,63,45,101,77.43,5
0.147,0.7490000000000001,0.10400000000000001,1609,0.8549134125592077,48,42,106,82.7,5
0.157,0.7440000000000001,0.1,663,0.8587896720611794,41,37,52,80.63,5
0.179,0.701,0.12,10564,0.8831219909538814,214,352,437,82.31,5
0.138,0.7240000000000001,0.138,6001,0.8997655064649692,188,71,243,59.06,5
0.11199999999999999,0.81,0.078,372,0.8463849135708399,27,21,61,70.9,5
0.138,0.76,0.102,1513,0.8573278345421923,62,20,169,77.03,5
0.16899999999999998,0.745,0.086,819,0.8670528277386431,35,54,67,80.45,5
0.129,0.754,0.11699999999999999,1217,0.8690656790034035,98,58,106,81.01,5
0.12300000000000001,0.7829999999999999,0.094,2469,0.8542239380180849,132,26,183,79.61,5
0.134,0.77,0.096,8970,0.8595593509489186,402,202,430,80.31,5
0.11599999999999999,0.773,0.111,618,0.8526916062786329,43,17,78,79.3,5
0.14400000000000002,0.77,0.087,2779,0.8772358387716882,154,168,102,82.36,5
0.147,0.759,0.094,639,0.8531618139135702,70,66,74,56.1,5
0.12,0.763,0.11800000000000001,3084,0.8640131543222395,107,101,179,82.91,5
0.127,0.784,0.08900000000000001,7386,0.8701821451672266,100,146,295,82.94,2
0.166,0.7340000000000001,0.1,3661,0.8772099961278276,133,193,205,82.34,6
0.16,0.732,0.10800000000000001,11299,0.8629115985242425,192,378,408,92.24,5
0.171,0.738,0.091,661,0.8557629489887832,26,61,120,79.09,5
0.159,0.727,0.114,1192,0.8631293179063276,48,87,155,81.26,5
0.14,0.7559999999999999,0.10300000000000001,1257,0.8668704739296367,50,128,158,82.89,5
0.16399999999999998,0.7120000000000001,0.124,4577,0.8672825715486014,120,361,255,78.18,5
0.099,0.7979999999999999,0.10300000000000001,3178,0.8518056761287461,137,49,343,56.27,7
0.15,0.754,0.095,4723,0.8750919363903371,171,277,221,79.82,5
0.135,0.778,0.087,5068,0.8576796224140879,135,130,283,92.65,5
0.122,0.7829999999999999,0.095,730,0.8545173979232737,36,44,79,78.54,5
0.08800000000000001,0.8270000000000001,0.085,423,0.8484328119582771,14,0,101,75.64,5
0.147,0.7879999999999999,0.065,6921,0.8614523269512429,259,226,233,92.24,5
0.17300000000000001,0.733,0.094,735,0.8635953779658403,27,52,76,80.03,5
0.11900000000000001,0.816,0.065,5554,0.8584980798424935,120,273,345,103.38,5
0.113,0.79,0.098,797,0.8559446410927423,69,38,123,79.54,5
0.113,0.7909999999999999,0.096,648,0.8618478935506598,58,58,119,80.15,5
0.131,0.765,0.10400000000000001,1131,0.8642716241830274,111,58,248,70.74,5
0.107,0.773,0.12,870,0.8678952192172289,50,67,120,84.98,5
0.113,0.782,0.105,921,0.8683594030419038,91,92,126,82.95,5
0.147,0.7829999999999999,0.071,7005,0.8703264857543302,262,323,401,81.5,5
0.12300000000000001,0.789,0.08800000000000001,4939,0.8630637450473427,390,192,259,77.0,5
0.135,0.7759999999999999,0.08900000000000001,5308,0.8538073812124152,208,176,322,78.77,5
0.13699999999999998,0.792,0.071,4380,0.8662188085993467,230,151,293,78.94,5
0.153,0.747,0.10099999999999999,6921,0.8696750438051158,220,301,320,78.79,5
0.174,0.7340000000000001,0.092,7368,0.8703067565888654,170,325,222,81.7,5
0.128,0.757,0.115,6509,0.8730944805085398,209,273,424,91.84,2
0.111,0.7979999999999999,0.09,3573,0.8545401527825524,107,124,251,81.26,5
0.14800000000000002,0.754,0.098,7591,0.8681551028292825,114,297,421,82.57,5
0.114,0.7929999999999999,0.09300000000000001,4601,0.8579754889820714,100,108,388,61.8,5
0.14400000000000002,0.763,0.09300000000000001,6522,0.8708911588126557,240,220,248,81.36,5
0.165,0.745,0.09,4406,0.8733861136702011,349,231,245,79.06,5
0.126,0.784,0.09,4869,0.8691941629825256,94,178,335,81.73,2
0.161,0.735,0.10300000000000001,7661,0.8766840813871304,198,407,302,80.07,2
0.14,0.774,0.086,7122,0.8637257470065871,1398,182,413,76.84,5
0.134,0.759,0.107,5119,0.8714658825876969,329,218,338,79.54,5
0.156,0.7709999999999999,0.073,11381,0.8693306985379423,247,281,293,82.75,5
0.154,0.755,0.091,4061,0.8624916230073792,119,130,150,91.19,5
0.10300000000000001,0.7809999999999999,0.11599999999999999,2306,0.8673811907477663,74,17,163,82.36,2
0.2,0.713,0.08800000000000001,4607,0.8734427428126086,132,203,251,83.92,5
0.14300000000000002,0.754,0.102,7764,0.8711707751384418,267,229,507,80.86,5
0.135,0.7390000000000001,0.126,4765,0.8679292763932918,123,191,210,70.93,2
0.17,0.754,0.076,730,0.8528080121484725,49,9,29,88.92,5
0.133,0.7390000000000001,0.129,1626,0.8672801542807351,38,102,161,81.41,5
0.152,0.768,0.079,6146,0.8679867080127831,71,99,279,85.54,5
0.122,0.789,0.08800000000000001,3791,0.8574064890066082,144,170,407,70.85,7
0.11,0.804,0.086,5559,0.8791067119542008,373,171,355,83.48,2
0.16699999999999998,0.746,0.087,4321,0.8563660461698532,109,126,239,69.68,5
0.16399999999999998,0.746,0.09,5563,0.8705117269361011,282,349,195,81.1,5
0.15,0.765,0.085,7052,0.8765882204477438,258,312,339,81.66,5
0.162,0.726,0.11199999999999999,10225,0.8796983217201135,302,436,384,81.07,5
0.192,0.7190000000000001,0.08900000000000001,4624,0.8787529876937081,167,186,244,84.47,5
0.135,0.765,0.1,4369,0.886432470132949,230,283,307,82.56,5
0.163,0.722,0.115,6120,0.8742365111820629,357,384,370,80.29,5
0.16399999999999998,0.7340000000000001,0.102,11813,0.8745008330337158,375,423,439,82.72,5
0.115,0.807,0.078,3506,0.8613580572055018,364,122,207,73.53,5
0.156,0.7609999999999999,0.083,4363,0.864160550208376,112,176,297,77.61,5
0.152,0.759,0.08900000000000001,4595,0.8685465082866319,256,129,255,81.31,5
0.128,0.769,0.10300000000000001,3454,0.8694965850256513,120,182,271,79.89,5
0.152,0.765,0.08199999999999999,5039,0.8748043744360715,220,168,330,82.15,5
0.146,0.763,0.091,2413,0.8629153461654163,294,161,267,56.89,7
0.14300000000000002,0.764,0.094,10980,0.8678348414198056,140,421,423,83.65,5
0.099,0.782,0.11900000000000001,4766,0.8571312535899248,154,85,429,75.15,2
0.14,0.787,0.073,4049,0.8697276087893374,120,112,272,83.49,5
0.102,0.807,0.091,3536,0.8658803444369569,135,165,389,77.55,5
0.16,0.762,0.079,3730,0.8714891053622001,208,111,317,80.02,5
0.14800000000000002,0.737,0.115,4366,0.8750194725363334,121,311,171,71.47,5
0.128,0.758,0.114,6969,0.8673585443109868,138,228,338,81.49,5
0.11199999999999999,0.772,0.11699999999999999,6906,0.8623405952450189,170,299,334,80.82,5
0.14300000000000002,0.755,0.102,3499,0.8746686759435852,114,229,180,80.26,5
0.17600000000000002,0.736,0.08800000000000001,3396,0.8713616524148332,118,203,207,79.73,5
0.13699999999999998,0.7659999999999999,0.09699999999999999,7289,0.8655903822830884,337,238,418,70.36,5
0.161,0.747,0.092,2543,0.8715812565114179,111,160,136,80.63,5
0.146,0.773,0.081,3976,0.8648932257716155,176,170,218,77.56,5
0.16699999999999998,0.738,0.095,5128,0.8789469721547706,205,305,263,79.27,5
0.142,0.758,0.1,5090,0.8727164604607734,173,201,274,80.87,5
0.154,0.743,0.10300000000000001,5087,0.8678290007198783,134,253,257,81.24,5
0.138,0.774,0.08800000000000001,1159,0.8666124089168349,42,61,128,77.96,5
0.128,0.78,0.091,8274,0.8673019760255216,258,275,309,83.9,5
0.1,0.81,0.09,3104,0.8448985281120988,147,43,231,87.94,5
0.153,0.774,0.073,4620,0.8651938812163708,214,117,286,73.59,5
0.172,0.721,0.107,5398,0.8726734095882724,99,252,155,79.56,5
0.166,0.748,0.086,5448,0.8654172343180531,156,222,265,93.26,5
0.149,0.74,0.111,8301,0.8859579158309809,535,303,309,83.78,5
0.129,0.7490000000000001,0.122,2632,0.8741452879422943,72,139,148,76.21,5
0.161,0.73,0.109,607,0.8730347926848342,27,34,77,77.54,5
0.134,0.7759999999999999,0.09,13155,0.8629118230672018,541,250,471,92.62,5
